ORI,year,City,total_pop,crime_type_rate,incidents_per_100k_population,incidents_for_total_population
MN02711,1986,Minneapolis,362845,violent_per_100k,1642.299,5959
TN01901,1986,"Nashville, Tenn.",470906,violent_per_100k,895.72,4218
LANPD00,1986,New Orleans,563927,violent_per_100k,1625.21,9165
NY03030,1986,New York City,7179609,violent_per_100k,1995.248,143251
NJNPD00,1986,"Newark, N.J.",318801,violent_per_100k,3186.941,10160
CA00109,1986,"Oakland, Calif.",370556,violent_per_100k,1885.005,6985
OK05506,1986,Oklahoma City,444119,violent_per_100k,954.474,4239
NB02802,1986,"Omaha, Neb.",332368,violent_per_100k,820.175,2726
FL04804,1986,"Orlando, Fla.",145882,violent_per_100k,2341.619,3416
PAPEP00,1986,Philadelphia,1645144,violent_per_100k,1045.927,17207
AZ00723,1986,Phoenix,927055,violent_per_100k,996.489,9238
PAPPD00,1986,Pittsburgh,402204,violent_per_100k,1170.302,4707
OR02602,1986,"Portland, Ore.",368439,violent_per_100k,2389.541,8804
NC09201,1986,"Raleigh, N.C.",173901,violent_per_100k,668.771,1163
CA03404,1986,"Sacramento, Calif.",320256,violent_per_100k,1323.316,4238
UT01803,1986,Salt Lake City,166182,violent_per_100k,749.78,1246
TXSPD00,1986,San Antonio,879332,violent_per_100k,709.288,6237
CA03711,1986,San Diego,1011376,violent_per_100k,842.614,8522
CA03801,1986,San Francisco,750544,violent_per_100k,1266.548,9506
CA04313,1986,San Jose,722560,violent_per_100k,556.355,4020
WASPD00,1986,Seattle,501279,violent_per_100k,1354.535,6790
MOSPD00,1986,"St. Louis, Mo.",434298,violent_per_100k,2277.008,9889
FL02902,1986,"Tampa, Fla.",293030,violent_per_100k,2780.261,8147
AZ01003,1986,"Tucson, Ariz.",397023,violent_per_100k,917.831,3644
OK07205,1986,"Tulsa, Okla.",375335,violent_per_100k,877.882,3295
VA12800,1986,"Virginia Beach, Va.",316959,violent_per_100k,232.207,736
DCMPD00,1986,"Washington, D.C.",626e3,violent_per_100k,1505.112,9422
KS08703,1986,"Wichita, Kan.",286163,violent_per_100k,535.01,1531
NM00101,1987,"Albuquerque, N.M.",371756,violent_per_100k,1034.281,3845
TX22001,1987,"Arlington, Texas",251372,violent_per_100k,561.717,1412
GAAPD00,1987,Atlanta,429953,violent_per_100k,2998.7,12893
CO00101,1987,"Aurora, Colo.",219945,violent_per_100k,1227.58,2700
TX22701,1987,"Austin, Texas",469542,violent_per_100k,492.608,2313
MDBPD00,1987,Baltimore,764893,violent_per_100k,1868.889,14295
MA01301,1987,Boston,575882,violent_per_100k,2075.772,11954
NY01401,1987,"Buffalo, N.Y.",325787,violent_per_100k,1091.204,3555
NC06001,1987,"Charlotte-Mecklenburg, N.C.",356596,violent_per_100k,1680.333,5992
ILCPD00,1987,Chicago,3018338,violent_per_100k,2265.088,68368
OHCIP00,1987,Cincinnati,371585,violent_per_100k,852.295,3167
OHCLP00,1987,Cleveland,548171,violent_per_100k,1270.406,6964
OHCOP00,1987,"Columbus, Ohio",567800,violent_per_100k,947.693,5381
TXDPD00,1987,Dallas,1009947,violent_per_100k,1988.817,20086
CODPD00,1987,Denver,509529,violent_per_100k,753.833,3841
MI82349,1987,Detroit,1091523,violent_per_100k,2544.885,27778
TX07102,1987,"El Paso, Texas",494954,violent_per_100k,875.233,4332
TX22012,1987,"Fort Worth, Texas",432305,violent_per_100k,1779.068,7691
CA01005,1987,"Fresno, Calif.",291855,violent_per_100k,1155.711,3373
HI00200,1987,Honolulu,832614,violent_per_100k,271.194,2258
TXHPD00,1987,Houston,1739999,violent_per_100k,1090.288,18971
INIPD00,1987,Indianapolis,478693,violent_per_100k,949.042,4543
FL01602,1987,"Jacksonville, Fla.",629887,violent_per_100k,1520.431,9577
MOKPD00,1987,"Kansas City, Mo.",444382,violent_per_100k,1895.441,8423
NV00201,1987,Las Vegas,481393,violent_per_100k,806.825,3884
CA01941,1987,"Long Beach, Calif.",406297,violent_per_100k,1146.944,4660
CA01942,1987,Los Angeles,3341726,violent_per_100k,1910.181,63833
TNMPD00,1987,"Memphis, Tenn.",659720,violent_per_100k,1338.901,8833
AZ00717,1987,"Mesa, Ariz.",262428,violent_per_100k,492.707,1293
FL01306,1987,Miami,385089,violent_per_100k,2936.724,11309
WIMPD00,1987,Milwaukee,607885,violent_per_100k,988.345,6008
MN02711,1987,Minneapolis,359371,violent_per_100k,1541.026,5538
TN01901,1987,"Nashville, Tenn.",487097,violent_per_100k,1078.43,5253
LANPD00,1987,New Orleans,549536,violent_per_100k,1397.179,7678
NY03030,1987,New York City,7284319,violent_per_100k,2036.059,148313
NJNPD00,1987,"Newark, N.J.",318402,violent_per_100k,2803.374,8926
CA00109,1987,"Oakland, Calif.",365983,violent_per_100k,1771.94,6485
OK05506,1987,Oklahoma City,441408,violent_per_100k,860.428,3798
NB02802,1987,"Omaha, Neb.",374934,violent_per_100k,676.386,2536
FL04804,1987,"Orlando, Fla.",150250,violent_per_100k,2270.216,3411
PAPEP00,1987,Philadelphia,1649364,violent_per_100k,1054.831,17398
AZ00723,1987,Phoenix,933177,violent_per_100k,876.683,8181
PAPPD00,1987,Pittsburgh,389015,violent_per_100k,1109.983,4318
OR02602,1987,"Portland, Ore.",390845,violent_per_100k,2242.065,8763
NC09201,1987,"Raleigh, N.C.",182750,violent_per_100k,615.048,1124
CA03404,1987,"Sacramento, Calif.",331728,violent_per_100k,1156.369,3836
UT01803,1987,Salt Lake City,159839,violent_per_100k,681.936,1090
TXSPD00,1987,San Antonio,920215,violent_per_100k,662.019,6092
CA03711,1987,San Diego,1040851,violent_per_100k,875.438,9112
CA03801,1987,San Francisco,767933,violent_per_100k,1210.783,9298
CA04313,1987,San Jose,730079,violent_per_100k,599.661,4378
WASPD00,1987,Seattle,494426,violent_per_100k,1435.2,7096
MOSPD00,1987,"St. Louis, Mo.",429414,violent_per_100k,2277.057,9778
FL02902,1987,"Tampa, Fla.",285856,violent_per_100k,3113.106,8899
AZ01003,1987,"Tucson, Ariz.",374546,violent_per_100k,940.605,3523
OK07205,1987,"Tulsa, Okla.",369961,violent_per_100k,845.765,3129
VA12800,1987,"Virginia Beach, Va.",340158,violent_per_100k,211.078,718
DCMPD00,1987,"Washington, D.C.",622e3,violent_per_100k,1610.289,10016
KS08703,1987,"Wichita, Kan.",290702,violent_per_100k,538.696,1566
NM00101,1988,"Albuquerque, N.M.",378176,violent_per_100k,1130.426,4275
TX22001,1988,"Arlington, Texas",251712,violent_per_100k,551.424,1388
GAAPD00,1988,Atlanta,444995,violent_per_100k,3575.546,15911
CO00101,1988,"Aurora, Colo.",219404,violent_per_100k,1196.423,2625
TX22701,1988,"Austin, Texas",467423,violent_per_100k,536.559,2508
MDBPD00,1988,Baltimore,763880,violent_per_100k,1927.135,14721
MA01301,1988,Boston,579921,violent_per_100k,2099.424,12175
NY01401,1988,"Buffalo, N.Y.",323714,violent_per_100k,1319.375,4271
NC06001,1988,"Charlotte-Mecklenburg, N.C.",370492,violent_per_100k,1839.446,6815
ILCPD00,1988,Chicago,2994100,violent_per_100k,2315.153,69318
OHCIP00,1988,Cincinnati,377783,violent_per_100k,846.782,3199
OHCLP00,1988,Cleveland,544515,violent_per_100k,1346.703,7333
OHCOP00,1988,"Columbus, Ohio",588428,violent_per_100k,986.017,5802
TXDPD00,1988,Dallas,1017818,violent_per_100k,2076.501,21135
CODPD00,1988,Denver,500555,violent_per_100k,725.994,3634
MI82349,1988,Detroit,1086714,violent_per_100k,2374.59,25805
TX07102,1988,"El Paso, Texas",501544,violent_per_100k,898.226,4505
TX22012,1988,"Fort Worth, Texas",432889,violent_per_100k,1692.351,7326
CA01005,1988,"Fresno, Calif.",294695,violent_per_100k,1356.318,3997
HI00200,1988,Honolulu,838656,violent_per_100k,260.655,2186
TXHPD00,1988,Houston,1725421,violent_per_100k,1148.531,19817
INIPD00,1988,Indianapolis,483187,violent_per_100k,1166.215,5635
MOKPD00,1988,"Kansas City, Mo.",447461,violent_per_100k,1858.486,8316
NV00201,1988,Las Vegas,510941,violent_per_100k,787.566,4024
CA01941,1988,"Long Beach, Calif.",413667,violent_per_100k,1245.688,5153
CA01942,1988,Los Angeles,3402342,violent_per_100k,1961.472,66736
TNMPD00,1988,"Memphis, Tenn.",668935,violent_per_100k,1332.566,8914
AZ00717,1988,"Mesa, Ariz.",267642,violent_per_100k,521.592,1396
FL01306,1988,Miami,389720,violent_per_100k,3325.721,12961
WIMPD00,1988,Milwaukee,611140,violent_per_100k,824.197,5037
MN02711,1988,Minneapolis,364745,violent_per_100k,1507.903,5500
TN01901,1988,"Nashville, Tenn.",502759,violent_per_100k,1052.194,5290
LANPD00,1988,New Orleans,538047,violent_per_100k,1658.405,8923
NY03030,1988,New York City,7346352,violent_per_100k,2217.645,162916
NJNPD00,1988,"Newark, N.J.",319191,violent_per_100k,3049.271,9733
CA00109,1988,"Oakland, Calif.",367782,violent_per_100k,1644.724,6049
OK05506,1988,Oklahoma City,440136,violent_per_100k,905.629,3986
NB02802,1988,"Omaha, Neb.",377958,violent_per_100k,733.944,2774
FL04804,1988,"Orlando, Fla.",155673,violent_per_100k,2304.189,3587
PAPEP00,1988,Philadelphia,1657285,violent_per_100k,1030.722,17082
AZ00723,1988,Phoenix,951717,violent_per_100k,890.706,8477
PAPPD00,1988,Pittsburgh,387190,violent_per_100k,1063.561,4118
OR02602,1988,"Portland, Ore.",387659,violent_per_100k,2240.629,8686
NC09201,1988,"Raleigh, N.C.",188308,violent_per_100k,625.04,1177
CA03404,1988,"Sacramento, Calif.",340483,violent_per_100k,1052.035,3582
UT01803,1988,Salt Lake City,162005,violent_per_100k,639.486,1036
TXSPD00,1988,San Antonio,935729,violent_per_100k,563.518,5273
CA03711,1988,San Diego,1073466,violent_per_100k,854.335,9171
CA03801,1988,San Francisco,753927,violent_per_100k,1282.22,9667
CA04313,1988,San Jose,732022,violent_per_100k,640.555,4689
WASPD00,1988,Seattle,505380,violent_per_100k,1361.154,6879
MOSPD00,1988,"St. Louis, Mo.",425187,violent_per_100k,2465.033,10481
AZ01003,1988,"Tucson, Ariz.",383174,violent_per_100k,920.47,3527
OK07205,1988,"Tulsa, Okla.",373602,violent_per_100k,926.655,3462
VA12800,1988,"Virginia Beach, Va.",355562,violent_per_100k,201.653,717
DCMPD00,1988,"Washington, D.C.",62e4,violent_per_100k,1921.452,11913
KS08703,1988,"Wichita, Kan.",292733,violent_per_100k,565.362,1655
NM00101,1989,"Albuquerque, N.M.",384801,violent_per_100k,1220.371,4696
TX22001,1989,"Arlington, Texas",259796,violent_per_100k,596.622,1550
GAAPD00,1989,Atlanta,426482,violent_per_100k,3951.398,16852
CO00101,1989,"Aurora, Colo.",219780,violent_per_100k,1300.846,2859
TX22701,1989,"Austin, Texas",468907,violent_per_100k,555.547,2605
MDBPD00,1989,Baltimore,763138,violent_per_100k,2046.55,15618
MA01301,1989,Boston,580095,violent_per_100k,2227.049,12919
NY01401,1989,"Buffalo, N.Y.",314284,violent_per_100k,1425.144,4479
NC06001,1989,"Charlotte-Mecklenburg, N.C.",372612,violent_per_100k,2050.39,7640
ILCPD00,1989,Chicago,2988260,violent_per_100k,2462.637,73590
OHCIP00,1989,Cincinnati,372282,violent_per_100k,991.184,3690
OHCLP00,1989,Cleveland,523906,violent_per_100k,1520.311,7965
OHCOP00,1989,"Columbus, Ohio",572341,violent_per_100k,1045.88,5986
TXDPD00,1989,Dallas,996320,violent_per_100k,2130.641,21228
CODPD00,1989,Denver,494589,violent_per_100k,722.216,3572
MI82349,1989,Detroit,1039599,violent_per_100k,2400.541,24956
TX07102,1989,"El Paso, Texas",515607,violent_per_100k,915.814,4722
TX22012,1989,"Fort Worth, Texas",430481,violent_per_100k,1548.965,6668
CA01005,1989,"Fresno, Calif.",315218,violent_per_100k,1360.646,4289
HI00200,1989,Honolulu,848959,violent_per_100k,255.018,2165
TXHPD00,1989,Houston,1713499,violent_per_100k,1139.656,19528
INIPD00,1989,Indianapolis,484056,violent_per_100k,1210.397,5859
FL01602,1989,"Jacksonville, Fla.",654737,violent_per_100k,1443.175,9449
MOKPD00,1989,"Kansas City, Mo.",440435,violent_per_100k,2042.526,8996
NV00201,1989,Las Vegas,536148,violent_per_100k,763.595,4094
CA01941,1989,"Long Beach, Calif.",426025,violent_per_100k,1682.765,7169
CA01942,1989,Los Angeles,3441449,violent_per_100k,2246.06,77297
TNMPD00,1989,"Memphis, Tenn.",651081,violent_per_100k,1233.333,8030
AZ00717,1989,"Mesa, Ariz.",285883,violent_per_100k,489.711,1400
FL01306,1989,Miami,381206,violent_per_100k,3696.951,14093
WIMPD00,1989,Milwaukee,600898,violent_per_100k,710.603,4270
MN02711,1989,Minneapolis,348384,violent_per_100k,1540.541,5367
TN01901,1989,"Nashville, Tenn.",501398,violent_per_100k,1043.084,5230
LANPD00,1989,New Orleans,528589,violent_per_100k,1930.233,10203
NY03030,1989,New York City,7369454,violent_per_100k,2299.858,169487
NJNPD00,1989,"Newark, N.J.",313839,violent_per_100k,3294.683,10340
CA00109,1989,"Oakland, Calif.",366305,violent_per_100k,1516.496,5555
OK05506,1989,Oklahoma City,431982,violent_per_100k,997.032,4307
NB02802,1989,"Omaha, Neb.",355110,violent_per_100k,774.69,2751
FL04804,1989,"Orlando, Fla.",160197,violent_per_100k,2086.806,3343
PAPEP00,1989,Philadelphia,1652188,violent_per_100k,1092.733,18054
AZ00723,1989,Phoenix,941948,violent_per_100k,900.368,8481
PAPPD00,1989,Pittsburgh,376412,violent_per_100k,1216.486,4579
OR02602,1989,"Portland, Ore.",425788,violent_per_100k,1891.082,8052
NC09201,1989,"Raleigh, N.C.",189132,violent_per_100k,659.857,1248
CA03404,1989,"Sacramento, Calif.",347172,violent_per_100k,1053.656,3658
UT01803,1989,Salt Lake City,154304,violent_per_100k,775.741,1197
TXSPD00,1989,San Antonio,949691,violent_per_100k,553.127,5253
CA03711,1989,San Diego,1098639,violent_per_100k,921.504,10124
CA03801,1989,San Francisco,750964,violent_per_100k,1340.144,10064
CA04313,1989,San Jose,757964,violent_per_100k,598.313,4535
WASPD00,1989,Seattle,514398,violent_per_100k,1337.097,6878
MOSPD00,1989,"St. Louis, Mo.",405066,violent_per_100k,3121.467,12644
FL02902,1989,"Tampa, Fla.",289463,violent_per_100k,2732.646,7910
AZ01003,1989,"Tucson, Ariz.",393319,violent_per_100k,810.284,3187
OK07205,1989,"Tulsa, Okla.",366297,violent_per_100k,1187.561,4350
VA12800,1989,"Virginia Beach, Va.",370316,violent_per_100k,205.77,762
DCMPD00,1989,"Washington, D.C.",604e3,violent_per_100k,2141.722,12936
KS08703,1989,"Wichita, Kan.",297391,violent_per_100k,774.065,2302
NM00101,1990,"Albuquerque, N.M.",384736,violent_per_100k,1331.043,5121
TX22001,1990,"Arlington, Texas",261721,violent_per_100k,716.794,1876
GAAPD00,1990,Atlanta,394017,violent_per_100k,4085.357,16097
CO00101,1990,"Aurora, Colo.",222103,violent_per_100k,1436.721,3191
TX22701,1990,"Austin, Texas",465622,violent_per_100k,714.313,3326
MDBPD00,1990,Baltimore,736014,violent_per_100k,2437.725,17942
MA01301,1990,Boston,574283,violent_per_100k,2379.315,13664
NY01401,1990,"Buffalo, N.Y.",328123,violent_per_100k,1607.629,5275
NC06001,1990,"Charlotte-Mecklenburg, N.C.",395934,violent_per_100k,2303.162,9119
ILCPD00,1990,Chicago,2783726,violent_per_100k,2971.844,82728
OHCIP00,1990,Cincinnati,364040,violent_per_100k,1229.535,4476
OHCLP00,1990,Cleveland,505616,violent_per_100k,1817.585,9190
OHCOP00,1990,"Columbus, Ohio",632910,violent_per_100k,1109.478,7022
TXDPD00,1990,Dallas,1006877,violent_per_100k,2438.232,24550
CODPD00,1990,Denver,467610,violent_per_100k,899.254,4205
MI82349,1990,Detroit,1027974,violent_per_100k,2699.193,27747
TX07102,1990,"El Paso, Texas",515342,violent_per_100k,991.769,5111
TX22012,1990,"Fort Worth, Texas",447619,violent_per_100k,1748.362,7826
CA01005,1990,"Fresno, Calif.",354202,violent_per_100k,1241.947,4399
HI00200,1990,Honolulu,836231,violent_per_100k,288.437,2412
TXHPD00,1990,Houston,1630553,violent_per_100k,1388.302,22637
INIPD00,1990,Indianapolis,483549,violent_per_100k,1287.15,6224
FL01602,1990,"Jacksonville, Fla.",636680,violent_per_100k,1830.433,11654
MOKPD00,1990,"Kansas City, Mo.",434711,violent_per_100k,2550.43,11087
NV00201,1990,Las Vegas,616243,violent_per_100k,731.854,4510
CA01941,1990,"Long Beach, Calif.",429433,violent_per_100k,1956.766,8403
CA01942,1990,Los Angeles,3485398,violent_per_100k,2404.575,83809
TNMPD00,1990,"Memphis, Tenn.",610337,violent_per_100k,1488.03,9082
AZ00717,1990,"Mesa, Ariz.",288091,violent_per_100k,598.422,1724
FL01306,1990,Miami,358548,violent_per_100k,4352.834,15607
WIMPD00,1990,Milwaukee,628100,violent_per_100k,1000.159,6282
MN02711,1990,Minneapolis,368383,violent_per_100k,1274.489,4695
TN01901,1990,"Nashville, Tenn.",499565,violent_per_100k,1378.399,6886
LANPD00,1990,New Orleans,496938,violent_per_100k,2259.236,11227
NY03030,1990,New York City,7322564,violent_per_100k,2383.619,174542
NJNPD00,1990,"Newark, N.J.",275221,violent_per_100k,3881.971,10684
CA00109,1990,"Oakland, Calif.",372242,violent_per_100k,1570.215,5845
OK05506,1990,Oklahoma City,444719,violent_per_100k,1082.256,4813
NB02802,1990,"Omaha, Neb.",335795,violent_per_100k,935.094,3140
FL04804,1990,"Orlando, Fla.",164693,violent_per_100k,2494.945,4109
PAPEP00,1990,Philadelphia,1585577,violent_per_100k,1348.847,21387
AZ00723,1990,Phoenix,983403,violent_per_100k,1084.499,10665
PAPPD00,1990,Pittsburgh,369879,violent_per_100k,1356.39,5017
OR02602,1990,"Portland, Ore.",437319,violent_per_100k,1791.827,7836
NC09201,1990,"Raleigh, N.C.",207951,violent_per_100k,566.96,1179
CA03404,1990,"Sacramento, Calif.",369365,violent_per_100k,1076.983,3978
UT01803,1990,Salt Lake City,159936,violent_per_100k,847.214,1355
TXSPD00,1990,San Antonio,935933,violent_per_100k,612.223,5730
CA03711,1990,San Diego,1110549,violent_per_100k,1084.779,12047
CA03801,1990,San Francisco,723959,violent_per_100k,1711.147,12388
CA04313,1990,San Jose,782248,violent_per_100k,600.577,4698
WASPD00,1990,Seattle,516259,violent_per_100k,1506.996,7780
MOSPD00,1990,"St. Louis, Mo.",396685,violent_per_100k,3449.084,13682
FL02902,1990,"Tampa, Fla.",280015,violent_per_100k,3326.25,9314
AZ01003,1990,"Tucson, Ariz.",405390,violent_per_100k,907.768,3680
OK07205,1990,"Tulsa, Okla.",367302,violent_per_100k,1333.508,4898
VA12800,1990,"Virginia Beach, Va.",393069,violent_per_100k,229.476,902
DCMPD00,1990,"Washington, D.C.",606900,violent_per_100k,2458.23,14919
KS08703,1990,"Wichita, Kan.",304011,violent_per_100k,720.04,2189
NM00101,1991,"Albuquerque, N.M.",393148,violent_per_100k,1422.111,5591
TX22001,1991,"Arlington, Texas",267306,violent_per_100k,788.609,2108
GAAPD00,1991,Atlanta,403085,violent_per_100k,4050.51,16327
CO00101,1991,"Aurora, Colo.",227670,violent_per_100k,1645.364,3746
TX22701,1991,"Austin, Texas",475558,violent_per_100k,624.109,2968
MDBPD00,1991,Baltimore,748099,violent_per_100k,2544.048,19032
MA01301,1991,Boston,572454,violent_per_100k,2066.367,11829
NY01401,1991,"Buffalo, N.Y.",329353,violent_per_100k,1834.506,6042
NC06001,1991,"Charlotte-Mecklenburg, N.C.",402618,violent_per_100k,2175.76,8760
ILCPD00,1991,Chicago,2811478,violent_per_100k,3219.659,90520
OHCIP00,1991,Cincinnati,367123,violent_per_100k,1578.218,5794
OHCLP00,1991,Cleveland,509898,violent_per_100k,1831.935,9341
OHCOP00,1991,"Columbus, Ohio",638533,violent_per_100k,1130.873,7221
TXDPD00,1991,Dallas,1028362,violent_per_100k,2568.259,26411
CODPD00,1991,Denver,479468,violent_per_100k,1049.914,5034
MI82349,1991,Detroit,1036246,violent_per_100k,2727.345,28262
TX07102,1991,"El Paso, Texas",526339,violent_per_100k,1066.993,5616
TX22012,1991,"Fort Worth, Texas",457171,violent_per_100k,1949.817,8914
CA01005,1991,"Fresno, Calif.",361580,violent_per_100k,1274.407,4608
HI00200,1991,Honolulu,856432,violent_per_100k,240.299,2058
TXHPD00,1991,Houston,1665756,violent_per_100k,1599.934,26651
INIPD00,1991,Indianapolis,489392,violent_per_100k,1445.058,7072
FL01602,1991,"Jacksonville, Fla.",653515,violent_per_100k,1628.884,10645
MOKPD00,1991,"Kansas City, Mo.",438188,violent_per_100k,2832.802,12413
NV00201,1991,Las Vegas,656391,violent_per_100k,862.443,5661
CA01941,1991,"Long Beach, Calif.",438378,violent_per_100k,2100.698,9209
CA01942,1991,Los Angeles,3558316,violent_per_100k,2525.773,89875
TNMPD00,1991,"Memphis, Tenn.",619981,violent_per_100k,1422.302,8818
AZ00717,1991,"Mesa, Ariz.",294754,violent_per_100k,698.209,2058
FL01306,1991,Miami,367945,violent_per_100k,4190.844,15420
WIMPD00,1991,Milwaukee,636342,violent_per_100k,978.719,6228
MN02711,1991,Minneapolis,373303,violent_per_100k,1577.539,5889
TN01901,1991,"Nashville, Tenn.",507328,violent_per_100k,1574.721,7989
LANPD00,1991,New Orleans,500791,violent_per_100k,2190.335,10969
NY03030,1991,New York City,7350023,violent_per_100k,2318.224,170390
NJNPD00,1991,"Newark, N.J.",276510,violent_per_100k,3400.239,9402
CA00109,1991,"Oakland, Calif.",379995,violent_per_100k,2495.822,9484
OK05506,1991,Oklahoma City,449025,violent_per_100k,1128.222,5066
NB02802,1991,"Omaha, Neb.",338987,violent_per_100k,956.379,3242
FL04804,1991,"Orlando, Fla.",169009,violent_per_100k,1189.877,2011
PAPEP00,1991,Philadelphia,1596699,violent_per_100k,1406.088,22451
AZ00723,1991,Phoenix,995895,violent_per_100k,1105.538,11010
PAPPD00,1991,Pittsburgh,372349,violent_per_100k,1153.219,4294
OR02602,1991,"Portland, Ore.",449671,violent_per_100k,1805.987,8121
NC09201,1991,"Raleigh, N.C.",211350,violent_per_100k,833.215,1761
CA03404,1991,"Sacramento, Calif.",377058,violent_per_100k,1298.474,4896
