ORI,year,City,total_pop,crime_type_rate,incidents_per_100k_population,incidents_for_total_population
MOSPD00,1988,"St. Louis, Mo.",425187,rape_per_100k,71.733,305
AZ01003,1988,"Tucson, Ariz.",383174,rape_per_100k,73.335,281
OK07205,1988,"Tulsa, Okla.",373602,rape_per_100k,69.593,260
VA12800,1988,"Virginia Beach, Va.",355562,rape_per_100k,30.374,108
DCMPD00,1988,"Washington, D.C.",62e4,rape_per_100k,26.613,165
KS08703,1988,"Wichita, Kan.",292733,rape_per_100k,81.303,238
NM00101,1989,"Albuquerque, N.M.",384801,rape_per_100k,46.258,178
TX22001,1989,"Arlington, Texas",259796,rape_per_100k,33.873,88
GAAPD00,1989,Atlanta,426482,rape_per_100k,162.023,691
CO00101,1989,"Aurora, Colo.",219780,rape_per_100k,54.6,120
TX22701,1989,"Austin, Texas",468907,rape_per_100k,50.117,235
MDBPD00,1989,Baltimore,763138,rape_per_100k,70.892,541
MA01301,1989,Boston,580095,rape_per_100k,83.262,483
NY01401,1989,"Buffalo, N.Y.",314284,rape_per_100k,85.273,268
NC06001,1989,"Charlotte-Mecklenburg, N.C.",372612,rape_per_100k,87.222,325
ILCPD00,1989,Chicago,2988260,rape_per_100k,121.977,3645
OHCIP00,1989,Cincinnati,372282,rape_per_100k,94.283,351
OHCLP00,1989,Cleveland,523906,rape_per_100k,159.761,837
OHCOP00,1989,"Columbus, Ohio",572341,rape_per_100k,94.874,543
TXDPD00,1989,Dallas,996320,rape_per_100k,118.938,1185
CODPD00,1989,Denver,494589,rape_per_100k,65.711,325
MI82349,1989,Detroit,1039599,rape_per_100k,136.976,1424
TX07102,1989,"El Paso, Texas",515607,rape_per_100k,46.741,241
TX22012,1989,"Fort Worth, Texas",430481,rape_per_100k,105.463,454
CA01005,1989,"Fresno, Calif.",315218,rape_per_100k,74.234,234
HI00200,1989,Honolulu,848959,rape_per_100k,31.686,269
TXHPD00,1989,Houston,1713499,rape_per_100k,67.231,1152
INIPD00,1989,Indianapolis,484056,rape_per_100k,99.782,483
FL01602,1989,"Jacksonville, Fla.",654737,rape_per_100k,93.014,609
MOKPD00,1989,"Kansas City, Mo.",440435,rape_per_100k,115.113,507
NV00201,1989,Las Vegas,536148,rape_per_100k,56.887,305
CA01941,1989,"Long Beach, Calif.",426025,rape_per_100k,57.978,247
CA01942,1989,Los Angeles,3441449,rape_per_100k,57.999,1996
TNMPD00,1989,"Memphis, Tenn.",651081,rape_per_100k,119.954,781
AZ00717,1989,"Mesa, Ariz.",285883,rape_per_100k,29.732,85
FL01306,1989,Miami,381206,rape_per_100k,74.763,285
WIMPD00,1989,Milwaukee,600898,rape_per_100k,76.719,461
MN02711,1989,Minneapolis,348384,rape_per_100k,132.612,462
TN01901,1989,"Nashville, Tenn.",501398,rape_per_100k,95.333,478
LANPD00,1989,New Orleans,528589,rape_per_100k,73.403,388
NY03030,1989,New York City,7369454,rape_per_100k,44.155,3254
NJNPD00,1989,"Newark, N.J.",313839,rape_per_100k,119.807,376
CA00109,1989,"Oakland, Calif.",366305,rape_per_100k,120.664,442
OK05506,1989,Oklahoma City,431982,rape_per_100k,81.485,352
NB02802,1989,"Omaha, Neb.",355110,rape_per_100k,52.941,188
FL04804,1989,"Orlando, Fla.",160197,rape_per_100k,109.865,176
PAPEP00,1989,Philadelphia,1652188,rape_per_100k,47.452,784
AZ00723,1989,Phoenix,941948,rape_per_100k,42.359,399
PAPPD00,1989,Pittsburgh,376412,rape_per_100k,58.181,219
OR02602,1989,"Portland, Ore.",425788,rape_per_100k,97.466,415
NC09201,1989,"Raleigh, N.C.",189132,rape_per_100k,53.931,102
CA03404,1989,"Sacramento, Calif.",347172,rape_per_100k,53.864,187
UT01803,1989,Salt Lake City,154304,rape_per_100k,88.138,136
TXSPD00,1989,San Antonio,949691,rape_per_100k,50.227,477
CA03711,1989,San Diego,1098639,rape_per_100k,37.319,410
CA03801,1989,San Francisco,750964,rape_per_100k,50.602,380
CA04313,1989,San Jose,757964,rape_per_100k,52.641,399
WASPD00,1989,Seattle,514398,rape_per_100k,92.924,478
MOSPD00,1989,"St. Louis, Mo.",405066,rape_per_100k,81.468,330
FL02902,1989,"Tampa, Fla.",289463,rape_per_100k,60.457,175
AZ01003,1989,"Tucson, Ariz.",393319,rape_per_100k,59.748,235
OK07205,1989,"Tulsa, Okla.",366297,rape_per_100k,83.812,307
VA12800,1989,"Virginia Beach, Va.",370316,rape_per_100k,35.915,133
DCMPD00,1989,"Washington, D.C.",604e3,rape_per_100k,30.795,186
KS08703,1989,"Wichita, Kan.",297391,rape_per_100k,89.108,265
NM00101,1990,"Albuquerque, N.M.",384736,rape_per_100k,57.702,222
TX22001,1990,"Arlington, Texas",261721,rape_per_100k,53.11,139
GAAPD00,1990,Atlanta,394017,rape_per_100k,176.388,695
CO00101,1990,"Aurora, Colo.",222103,rape_per_100k,76.541,170
TX22701,1990,"Austin, Texas",465622,rape_per_100k,60.135,280
MDBPD00,1990,Baltimore,736014,rape_per_100k,93.341,687
MA01301,1990,Boston,574283,rape_per_100k,93.856,539
NY01401,1990,"Buffalo, N.Y.",328123,rape_per_100k,108.191,355
NC06001,1990,"Charlotte-Mecklenburg, N.C.",395934,rape_per_100k,96.986,384
ILCPD00,1990,Chicago,2783726,rape_per_100k,129.575,3607
OHCIP00,1990,Cincinnati,364040,rape_per_100k,106.582,388
OHCLP00,1990,Cleveland,505616,rape_per_100k,167.321,846
OHCOP00,1990,"Columbus, Ohio",632910,rape_per_100k,102.226,647
TXDPD00,1990,Dallas,1006877,rape_per_100k,133.482,1344
CODPD00,1990,Denver,467610,rape_per_100k,80.195,375
MI82349,1990,Detroit,1027974,rape_per_100k,161.191,1657
TX07102,1990,"El Paso, Texas",515342,rape_per_100k,49.676,256
TX22012,1990,"Fort Worth, Texas",447619,rape_per_100k,96.511,432
CA01005,1990,"Fresno, Calif.",354202,rape_per_100k,72.84,258
HI00200,1990,Honolulu,836231,rape_per_100k,33.244,278
TXHPD00,1990,Houston,1630553,rape_per_100k,81.874,1335
INIPD00,1990,Indianapolis,483549,rape_per_100k,111.881,541
FL01602,1990,"Jacksonville, Fla.",636680,rape_per_100k,110.574,704
MOKPD00,1990,"Kansas City, Mo.",434711,rape_per_100k,118.93,517
NV00201,1990,Las Vegas,616243,rape_per_100k,60.204,371
CA01941,1990,"Long Beach, Calif.",429433,rape_per_100k,69.394,298
CA01942,1990,Los Angeles,3485398,rape_per_100k,57.784,2014
TNMPD00,1990,"Memphis, Tenn.",610337,rape_per_100k,136.154,831
AZ00717,1990,"Mesa, Ariz.",288091,rape_per_100k,32.976,95
FL01306,1990,Miami,358548,rape_per_100k,83.392,299
WIMPD00,1990,Milwaukee,628100,rape_per_100k,78.809,495
MN02711,1990,Minneapolis,368383,rape_per_100k,166.946,615
TN01901,1990,"Nashville, Tenn.",499565,rape_per_100k,110.696,553
LANPD00,1990,New Orleans,496938,rape_per_100k,72.645,361
NY03030,1990,New York City,7322564,rape_per_100k,42.69,3126
NJNPD00,1990,"Newark, N.J.",275221,rape_per_100k,118.45,326
CA00109,1990,"Oakland, Calif.",372242,rape_per_100k,138.888,517
OK05506,1990,Oklahoma City,444719,rape_per_100k,94.891,422
NB02802,1990,"Omaha, Neb.",335795,rape_per_100k,64.623,217
FL04804,1990,"Orlando, Fla.",164693,rape_per_100k,109.901,181
PAPEP00,1990,Philadelphia,1585577,rape_per_100k,46.292,734
AZ00723,1990,Phoenix,983403,rape_per_100k,52.064,512
PAPPD00,1990,Pittsburgh,369879,rape_per_100k,81.648,302
OR02602,1990,"Portland, Ore.",437319,rape_per_100k,96.954,424
NC09201,1990,"Raleigh, N.C.",207951,rape_per_100k,46.165,96
CA03404,1990,"Sacramento, Calif.",369365,rape_per_100k,57.125,211
UT01803,1990,Salt Lake City,159936,rape_per_100k,104.417,167
TXSPD00,1990,San Antonio,935933,rape_per_100k,45.943,430
CA03711,1990,San Diego,1110549,rape_per_100k,39.53,439
CA03801,1990,San Francisco,723959,rape_per_100k,57.876,419
CA04313,1990,San Jose,782248,rape_per_100k,53.18,416
WASPD00,1990,Seattle,516259,rape_per_100k,93.17,481
MOSPD00,1990,"St. Louis, Mo.",396685,rape_per_100k,83.442,331
FL02902,1990,"Tampa, Fla.",280015,rape_per_100k,130.707,366
AZ01003,1990,"Tucson, Ariz.",405390,rape_per_100k,71.536,290
OK07205,1990,"Tulsa, Okla.",367302,rape_per_100k,104.002,382
VA12800,1990,"Virginia Beach, Va.",393069,rape_per_100k,37.907,149
DCMPD00,1990,"Washington, D.C.",606900,rape_per_100k,49.926,303
KS08703,1990,"Wichita, Kan.",304011,rape_per_100k,105.588,321
NM00101,1991,"Albuquerque, N.M.",393148,rape_per_100k,66.387,261
TX22001,1991,"Arlington, Texas",267306,rape_per_100k,62.101,166
GAAPD00,1991,Atlanta,403085,rape_per_100k,167.707,676
CO00101,1991,"Aurora, Colo.",227670,rape_per_100k,80.819,184
TX22701,1991,"Austin, Texas",475558,rape_per_100k,58.037,276
MDBPD00,1991,Baltimore,748099,rape_per_100k,93.704,701
MA01301,1991,Boston,572454,rape_per_100k,84.898,486
NY01401,1991,"Buffalo, N.Y.",329353,rape_per_100k,96.857,319
NC06001,1991,"Charlotte-Mecklenburg, N.C.",402618,rape_per_100k,101.088,407
ILCPD00,1991,Chicago,2811478,rape_per_100k,127.157,3575
OHCIP00,1991,Cincinnati,367123,rape_per_100k,130.202,478
OHCLP00,1991,Cleveland,509898,rape_per_100k,179.055,913
OHCOP00,1991,"Columbus, Ohio",638533,rape_per_100k,101.796,650
TXDPD00,1991,Dallas,1028362,rape_per_100k,117.468,1208
CODPD00,1991,Denver,479468,rape_per_100k,89.057,427
MI82349,1991,Detroit,1036246,rape_per_100k,137.709,1427
TX07102,1991,"El Paso, Texas",526339,rape_per_100k,50.348,265
TX22012,1991,"Fort Worth, Texas",457171,rape_per_100k,96.682,442
CA01005,1991,"Fresno, Calif.",361580,rape_per_100k,77.991,282
HI00200,1991,Honolulu,856432,rape_per_100k,32.11,275
TXHPD00,1991,Houston,1665756,rape_per_100k,72.82,1213
INIPD00,1991,Indianapolis,489392,rape_per_100k,114.632,561
FL01602,1991,"Jacksonville, Fla.",653515,rape_per_100k,109.561,716
MOKPD00,1991,"Kansas City, Mo.",438188,rape_per_100k,108.857,477
NV00201,1991,Las Vegas,656391,rape_per_100k,65.967,433
CA01941,1991,"Long Beach, Calif.",438378,rape_per_100k,64.784,284
CA01942,1991,Los Angeles,3558316,rape_per_100k,55.251,1966
TNMPD00,1991,"Memphis, Tenn.",619981,rape_per_100k,105.326,653
AZ00717,1991,"Mesa, Ariz.",294754,rape_per_100k,52.925,156
FL01306,1991,Miami,367945,rape_per_100k,64.14,236
WIMPD00,1991,Milwaukee,636342,rape_per_100k,78.888,502
MN02711,1991,Minneapolis,373303,rape_per_100k,199.302,744
TN01901,1991,"Nashville, Tenn.",507328,rape_per_100k,101.315,514
LANPD00,1991,New Orleans,500791,rape_per_100k,60.305,302
NY03030,1991,New York City,7350023,rape_per_100k,39.347,2892
NJNPD00,1991,"Newark, N.J.",276510,rape_per_100k,88.243,244
CA00109,1991,"Oakland, Calif.",379995,rape_per_100k,121.054,460
OK05506,1991,Oklahoma City,449025,rape_per_100k,105.339,473
NB02802,1991,"Omaha, Neb.",338987,rape_per_100k,61.064,207
FL04804,1991,"Orlando, Fla.",169009,rape_per_100k,47.926,81
PAPEP00,1991,Philadelphia,1596699,rape_per_100k,56.617,904
AZ00723,1991,Phoenix,995895,rape_per_100k,48.198,480
PAPPD00,1991,Pittsburgh,372349,rape_per_100k,80.57,300
OR02602,1991,"Portland, Ore.",449671,rape_per_100k,103.187,464
NC09201,1991,"Raleigh, N.C.",211350,rape_per_100k,56.778,120
CA03404,1991,"Sacramento, Calif.",377058,rape_per_100k,58.612,221
UT01803,1991,Salt Lake City,164313,rape_per_100k,110.764,182
TXSPD00,1991,San Antonio,955905,rape_per_100k,73.02,698
CA03711,1991,San Diego,1133681,rape_per_100k,41.634,472
CA03801,1991,San Francisco,739039,rape_per_100k,54.124,400
CA04313,1991,San Jose,798542,rape_per_100k,55.727,445
WASPD00,1991,Seattle,532418,rape_per_100k,74.753,398
MOSPD00,1991,"St. Louis, Mo.",399858,rape_per_100k,85.53,342
FL02902,1991,"Tampa, Fla.",287354,rape_per_100k,116.581,335
AZ01003,1991,"Tucson, Ariz.",414766,rape_per_100k,80.045,332
OK07205,1991,"Tulsa, Okla.",370735,rape_per_100k,111.67,414
VA12800,1991,"Virginia Beach, Va.",399334,rape_per_100k,31.803,127
DCMPD00,1991,"Washington, D.C.",598e3,rape_per_100k,35.786,214
KS08703,1991,"Wichita, Kan.",306339,rape_per_100k,92.708,284
NM00101,1992,"Albuquerque, N.M.",401529,rape_per_100k,73.22,294
TX22001,1992,"Arlington, Texas",272037,rape_per_100k,53.669,146
GAAPD00,1992,Atlanta,410876,rape_per_100k,152.601,627
CO00101,1992,"Aurora, Colo.",233939,rape_per_100k,77.798,182
TX22701,1992,"Austin, Texas",483975,rape_per_100k,60.747,294
MDBPD00,1992,Baltimore,755517,rape_per_100k,99.137,749
MA01301,1992,Boston,572822,rape_per_100k,93.746,537
NY01401,1992,"Buffalo, N.Y.",330466,rape_per_100k,104.701,346
NC06001,1992,"Charlotte-Mecklenburg, N.C.",408951,rape_per_100k,88.275,361
ILCPD00,1992,Chicago,2832901,rape_per_100k,132.514,3754
OHCIP00,1992,Cincinnati,369707,rape_per_100k,131.455,486
OHCLP00,1992,Cleveland,513487,rape_per_100k,166.314,854
OHCOP00,1992,"Columbus, Ohio",643028,rape_per_100k,106.372,684
TXDPD00,1992,Dallas,1046562,rape_per_100k,104.724,1096
CODPD00,1992,Denver,492672,rape_per_100k,88.7,437
MI82349,1992,Detroit,1044128,rape_per_100k,117.323,1225
TX07102,1992,"El Paso, Texas",535655,rape_per_100k,50.779,272
TX22012,1992,"Fort Worth, Texas",465262,rape_per_100k,112.84,525
CA01005,1992,"Fresno, Calif.",367376,rape_per_100k,55.257,203
HI00200,1992,Honolulu,875297,rape_per_100k,37.245,326
TXHPD00,1992,Houston,1695239,rape_per_100k,68.958,1169
INIPD00,1992,Indianapolis,493928,rape_per_100k,109.53,541
FL01602,1992,"Jacksonville, Fla.",663899,rape_per_100k,107.396,713
MOKPD00,1992,"Kansas City, Mo.",441162,rape_per_100k,127.844,564
NV00201,1992,Las Vegas,678385,rape_per_100k,57.932,393
CA01941,1992,"Long Beach, Calif.",445405,rape_per_100k,48.944,218
CA01942,1992,Los Angeles,3615355,rape_per_100k,51.779,1872
TNMPD00,1992,"Memphis, Tenn.",628865,rape_per_100k,109.403,688
AZ00717,1992,"Mesa, Ariz.",301200,rape_per_100k,39.509,119
FL01306,1992,Miami,373791,rape_per_100k,72.768,272
WIMPD00,1992,Milwaukee,643017,rape_per_100k,81.335,523
MN02711,1992,Minneapolis,377345,rape_per_100k,159.006,600
TN01901,1992,"Nashville, Tenn.",514771,rape_per_100k,96.742,498
LANPD00,1992,New Orleans,505008,rape_per_100k,56.831,287
NY03030,1992,New York City,7375097,rape_per_100k,38.169,2815
NJNPD00,1992,"Newark, N.J.",277544,rape_per_100k,112.775,313
CA00109,1992,"Oakland, Calif.",386086,rape_per_100k,108.266,418
OK05506,1992,Oklahoma City,454255,rape_per_100k,103.906,472
NB02802,1992,"Omaha, Neb.",341753,rape_per_100k,48.573,166
FL04804,1992,"Orlando, Fla.",171694,rape_per_100k,81.54,140
PAPEP00,1992,Philadelphia,1603638,rape_per_100k,50.947,817
AZ00723,1992,Phoenix,999900,rape_per_100k,47.605,476
PAPPD00,1992,Pittsburgh,373842,rape_per_100k,59.116,221
OR02602,1992,"Portland, Ore.",458132,rape_per_100k,106.956,490
NC09201,1992,"Raleigh, N.C.",214674,rape_per_100k,55.899,120
CA03404,1992,"Sacramento, Calif.",383102,rape_per_100k,61.863,237
UT01803,1992,Salt Lake City,168304,rape_per_100k,111.108,187
TXSPD00,1992,San Antonio,972824,rape_per_100k,63.321,616
CA03711,1992,San Diego,1151853,rape_per_100k,42.106,485
CA03801,1992,San Francisco,750885,rape_per_100k,52.605,395
CA04313,1992,San Jose,811342,rape_per_100k,55.217,448
WASPD00,1992,Seattle,544940,rape_per_100k,64.778,353
MOSPD00,1992,"St. Louis, Mo.",402573,rape_per_100k,86.692,349
FL02902,1992,"Tampa, Fla.",291920,rape_per_100k,103.796,303
AZ01003,1992,"Tucson, Ariz.",423836,rape_per_100k,91.073,386
OK07205,1992,"Tulsa, Okla.",375053,rape_per_100k,98.119,368
VA12800,1992,"Virginia Beach, Va.",405116,rape_per_100k,37.767,153
DCMPD00,1992,"Washington, D.C.",589e3,rape_per_100k,36.503,215
KS08703,1992,"Wichita, Kan.",309955,rape_per_100k,82.27,255
NM00101,1993,"Albuquerque, N.M.",407286,rape_per_100k,63.592,259
TX22001,1993,"Arlington, Texas",281336,rape_per_100k,51.895,146
GAAPD00,1993,Atlanta,402877,rape_per_100k,122.122,492
CO00101,1993,"Aurora, Colo.",246610,rape_per_100k,67.313,166
TX22701,1993,"Austin, Texas",502018,rape_per_100k,53.982,271
MDBPD00,1993,Baltimore,732968,rape_per_100k,91.136,668
MA01301,1993,Boston,553870,rape_per_100k,86.663,480
NY01401,1993,"Buffalo, N.Y.",324855,rape_per_100k,90.81,295
NC06001,1993,"Charlotte-Mecklenburg, N.C.",422862,rape_per_100k,84.188,356
ILCPD00,1993,Chicago,2788996,rape_per_100k,121.155,3379
OHCIP00,1993,Cincinnati,366591,rape_per_100k,122.48,449
OHCLP00,1993,Cleveland,505730,rape_per_100k,164.91,834
OHCOP00,1993,"Columbus, Ohio",646933,rape_per_100k,101.711,658
TXDPD00,1993,Dallas,1042619,rape_per_100k,95.912,1e3
CODPD00,1993,Denver,498402,rape_per_100k,78.852,393
MI82349,1993,Detroit,1020062,rape_per_100k,116.562,1189
TX07102,1993,"El Paso, Texas",554515,rape_per_100k,50.675,281
TX22012,1993,"Fort Worth, Texas",463373,rape_per_100k,109.415,507
CA01005,1993,"Fresno, Calif.",379977,rape_per_100k,56.846,216
HI00200,1993,Honolulu,875455,rape_per_100k,32.669,286
TXHPD00,1993,Houston,1724327,rape_per_100k,64.315,1109
INIPD00,1993,Indianapolis,377723,rape_per_100k,136.873,517
FL01602,1993,"Jacksonville, Fla.",672310,rape_per_100k,103.97,699
MOKPD00,1993,"Kansas City, Mo.",435428,rape_per_100k,118.274,515
NV00201,1993,Las Vegas,717441,rape_per_100k,60.632,435
CA01941,1993,"Long Beach, Calif.",443259,rape_per_100k,45.12,200
CA01942,1993,Los Angeles,3525317,rape_per_100k,50.293,1773
TNMPD00,1993,"Memphis, Tenn.",618981,rape_per_100k,117.128,725
AZ00717,1993,"Mesa, Ariz.",304695,rape_per_100k,36.43,111
FL01306,1993,Miami,372519,rape_per_100k,54.762,204
WIMPD00,1993,Milwaukee,623114,rape_per_100k,68.045,424
MN02711,1993,Minneapolis,366642,rape_per_100k,141.282,518
TN01901,1993,"Nashville, Tenn.",513648,rape_per_100k,112.334,577
LANPD00,1993,New Orleans,491619,rape_per_100k,60.616,298
NY03030,1993,New York City,7347257,rape_per_100k,38.354,2818
NJNPD00,1993,"Newark, N.J.",269892,rape_per_100k,95.223,257
CA00109,1993,"Oakland, Calif.",377037,rape_per_100k,93.625,353
OK05506,1993,Oklahoma City,457448,rape_per_100k,112.581,515
NB02802,1993,"Omaha, Neb.",341499,rape_per_100k,61.201,209
FL04804,1993,"Orlando, Fla.",176748,rape_per_100k,118.247,209
PAPEP00,1993,Philadelphia,1559534,rape_per_100k,50.336,785
AZ00723,1993,Phoenix,1039369,rape_per_100k,42.718,444
PAPPD00,1993,Pittsburgh,368473,rape_per_100k,61.334,226
OR02602,1993,"Portland, Ore.",454889,rape_per_100k,105.3,479
NC09201,1993,"Raleigh, N.C.",224057,rape_per_100k,41.954,94
CA03404,1993,"Sacramento, Calif.",386732,rape_per_100k,43.182,167
UT01803,1993,Salt Lake City,170380,rape_per_100k,119.732,204
TXSPD00,1993,San Antonio,985456,rape_per_100k,56.116,553
CA03711,1993,San Diego,1160603,rape_per_100k,34.12,396
CA03801,1993,San Francisco,736377,rape_per_100k,49.024,361
CA04313,1993,San Jose,809528,rape_per_100k,48.3,391
WASPD00,1993,Seattle,531274,rape_per_100k,67.009,356
MOSPD00,1993,"St. Louis, Mo.",387053,rape_per_100k,82.418,319
FL02902,1993,"Tampa, Fla.",288877,rape_per_100k,85.504,247
AZ01003,1993,"Tucson, Ariz.",426344,rape_per_100k,73.649,314
OK07205,1993,"Tulsa, Okla.",378350,rape_per_100k,89.6,339
VA12800,1993,"Virginia Beach, Va.",423387,rape_per_100k,42.75,181
DCMPD00,1993,"Washington, D.C.",578e3,rape_per_100k,56.055,324
KS08703,1993,"Wichita, Kan.",313597,rape_per_100k,84.503,265
NM00101,1994,"Albuquerque, N.M.",416917,rape_per_100k,69.078,288
TX22001,1994,"Arlington, Texas",286748,rape_per_100k,50.218,144
GAAPD00,1994,Atlanta,411204,rape_per_100k,102.625,422
CO00101,1994,"Aurora, Colo.",252833,rape_per_100k,58.141,147
TX22701,1994,"Austin, Texas",511676,rape_per_100k,48.664,249
MDBPD00,1994,Baltimore,739180,rape_per_100k,86.177,637
MA01301,1994,Boston,556724,rape_per_100k,81.369,453
NY01401,1994,"Buffalo, N.Y.",324354,rape_per_100k,86.325,280
NC06001,1994,"Charlotte-Mecklenburg, N.C.",527121,rape_per_100k,66.398,350
ILCPD00,1994,Chicago,2802494,rape_per_100k,108.76,3048
OHCIP00,1994,Cincinnati,366953,rape_per_100k,104.101,382
OHCLP00,1994,Cleveland,506230,rape_per_100k,147.956,749
OHCOP00,1994,"Columbus, Ohio",647860,rape_per_100k,104.807,679
TXDPD00,1994,Dallas,1062677,rape_per_100k,90.056,957
CODPD00,1994,Denver,511085,rape_per_100k,71.612,366
MI82349,1994,Detroit,1022283,rape_per_100k,109.167,1116
TX07102,1994,"El Paso, Texas",565183,rape_per_100k,41.226,233
TX22012,1994,"Fort Worth, Texas",472288,rape_per_100k,87.447,413
CA01005,1994,"Fresno, Calif.",382655,rape_per_100k,50.176,192
HI00200,1994,Honolulu,880687,rape_per_100k,30.204,266
TXHPD00,1994,Houston,1758016,rape_per_100k,52.957,931
INIPD00,1994,Indianapolis,380302,rape_per_100k,127.004,483
FL01602,1994,"Jacksonville, Fla.",685776,rape_per_100k,94.491,648
MOKPD00,1994,"Kansas City, Mo.",439089,rape_per_100k,111.595,490
NV00201,1994,Las Vegas,752577,rape_per_100k,76.271,574
CA01941,1994,"Long Beach, Calif.",446383,rape_per_100k,37.412,167
CA01942,1994,Los Angeles,3550381,rape_per_100k,43.77,1554
TNMPD00,1994,"Memphis, Tenn.",628375,rape_per_100k,110.603,695
AZ00717,1994,"Mesa, Ariz.",315456,rape_per_100k,38.04,120
FL01306,1994,Miami,379980,rape_per_100k,58.161,221
WIMPD00,1994,Milwaukee,628737,rape_per_100k,68.232,429
MN02711,1994,Minneapolis,370834,rape_per_100k,155.865,578
TN01901,1994,"Nashville, Tenn.",521301,rape_per_100k,97.448,508
LANPD00,1994,New Orleans,493990,rape_per_100k,88.261,436
NY03030,1994,New York City,7336224,rape_per_100k,36.34,2666
NJNPD00,1994,"Newark, N.J.",271025,rape_per_100k,76.377,207
CA00109,1994,"Oakland, Calif.",379695,rape_per_100k,85.068,323
OK05506,1994,Oklahoma City,461271,rape_per_100k,118.369,546
NB02802,1994,"Omaha, Neb.",344975,rape_per_100k,62.903,217
FL04804,1994,"Orlando, Fla.",180288,rape_per_100k,79.872,144
PAPEP00,1994,Philadelphia,1560576,rape_per_100k,46.201,721
AZ00723,1994,Phoenix,1076108,rape_per_100k,40.702,438
PAPPD00,1994,Pittsburgh,368594,rape_per_100k,70.81,261
OR02602,1994,"Portland, Ore.",463072,rape_per_100k,86.38,400
NC09201,1994,"Raleigh, N.C.",228090,rape_per_100k,39.02,89
CA03404,1994,"Sacramento, Calif.",389458,rape_per_100k,44.677,174
UT01803,1994,Salt Lake City,174827,rape_per_100k,90.375,158
TXSPD00,1994,San Antonio,999900,rape_per_100k,56.506,565
CA03711,1994,San Diego,1168785,rape_per_100k,34.48,403
CA03801,1994,San Francisco,741568,rape_per_100k,39.376,292
CA04313,1994,San Jose,815235,rape_per_100k,45.999,375
WASPD00,1994,Seattle,540268,rape_per_100k,58.86,318
MOSPD00,1994,"St. Louis, Mo.",390437,rape_per_100k,77.861,304
FL02902,1994,"Tampa, Fla.",294663,rape_per_100k,101.132,298
AZ01003,1994,"Tucson, Ariz.",441402,rape_per_100k,65.473,289
OK07205,1994,"Tulsa, Okla.",381640,rape_per_100k,77.56,296
VA12800,1994,"Virginia Beach, Va.",427471,rape_per_100k,33.92,145
DCMPD00,1994,"Washington, D.C.",57e4,rape_per_100k,43.684,249
KS08703,1994,"Wichita, Kan.",316629,rape_per_100k,70.745,224
NM00101,1995,"Albuquerque, N.M.",419714,rape_per_100k,70.524,296
TX22001,1995,"Arlington, Texas",292324,rape_per_100k,52.681,154
GAAPD00,1995,Atlanta,404337,rape_per_100k,109.067,441
CO00101,1995,"Aurora, Colo.",256957,rape_per_100k,53.705,138
TX22701,1995,"Austin, Texas",523691,rape_per_100k,58.813,308
MDBPD00,1995,Baltimore,712209,rape_per_100k,95.899,683
MA01301,1995,Boston,550715,rape_per_100k,68.82,379
NY01401,1995,"Buffalo, N.Y.",312395,rape_per_100k,83.548,261
NC06001,1995,"Charlotte-Mecklenburg, N.C.",544146,rape_per_100k,67.261,366
ILCPD00,1995,Chicago,2749811,rape_per_100k,105.316,2896
OHCIP00,1995,Cincinnati,359749,rape_per_100k,113.412,408
OHCLP00,1995,Cleveland,495074,rape_per_100k,139.171,689
OHCOP00,1995,"Columbus, Ohio",638729,rape_per_100k,99.573,636
TXDPD00,1995,Dallas,1042088,rape_per_100k,81.759,852
CODPD00,1995,Denver,505843,rape_per_100k,63.261,320
MI82349,1995,Detroit,997297,rape_per_100k,110.699,1104
TX07102,1995,"El Paso, Texas",590215,rape_per_100k,41.002,242
TX22012,1995,"Fort Worth, Texas",460321,rape_per_100k,72.124,332
CA01005,1995,"Fresno, Calif.",388495,rape_per_100k,54.57,212
HI00200,1995,Honolulu,880266,rape_per_100k,24.652,217
TXHPD00,1995,Houston,1734335,rape_per_100k,48.261,837
INIPD00,1995,Indianapolis,373973,rape_per_100k,101.879,381
FL01602,1995,"Jacksonville, Fla.",679148,rape_per_100k,92.027,625
MOKPD00,1995,"Kansas City, Mo.",445549,rape_per_100k,105.488,470
NV00201,1995,Las Vegas,793432,rape_per_100k,71.966,571
CA01941,1995,"Long Beach, Calif.",436034,rape_per_100k,39.217,171
CA01942,1995,Los Angeles,3466211,rape_per_100k,45.871,1590
TNMPD00,1995,"Memphis, Tenn.",623902,rape_per_100k,125.821,785
AZ00717,1995,"Mesa, Ariz.",324654,rape_per_100k,39.427,128
FL01306,1995,Miami,378720,rape_per_100k,52.281,198
WIMPD00,1995,Milwaukee,622467,rape_per_100k,59.441,370
MN02711,1995,Minneapolis,357709,rape_per_100k,161.584,578
TN01901,1995,"Nashville, Tenn.",523681,rape_per_100k,92.996,487
LANPD00,1995,New Orleans,487179,rape_per_100k,99.963,487
NY03030,1995,New York City,7319546,rape_per_100k,31.655,2317
NJNPD00,1995,"Newark, N.J.",260232,rape_per_100k,83.003,216
CA00109,1995,"Oakland, Calif.",368771,rape_per_100k,88.131,325
OK05506,1995,Oklahoma City,466232,rape_per_100k,101.452,473
NB02802,1995,"Omaha, Neb.",348089,rape_per_100k,22.983,80
FL04804,1995,"Orlando, Fla.",179649,rape_per_100k,78.486,141
